posicao (populacao),municipio,populacao,posicao (pib),"PIB(R$1000,00)"
4776,Brejo do Piauí,3824,5412,31788
4777,Cotiporã,3824,3117,145837
4779,Itapiratins,3814,4387,69450
4780,Meridiano,3813,1976,289767
4781,Brazabrantes,3812,3691,104429
4782,Quinze de Novembro,3810,3223,137618
4783,Aurora do Tocantins,3809,5173,40714
4784,Santo Inácio do Piauí,3809,5480,27386
4785,Santa Fé de Minas,3806,5254,37876
4786,Prado Ferreira,3806,3523,115913
4788,Guarani de Goiás,3801,4827,51939
4790,Braço do Trombudo,3794,3218,137874
4791,São João do Itaperiú,3784,2892,165937
4792,Alvarenga,3783,5223,38965
4793,Diogo de Vasconcelos,3779,5431,30898
4795,São Brás do Suaçuí,3770,4850,51230
4796,Guapirama,3767,3753,101227
4797,Santo Antônio do Itambé,3763,5339,34648
4798,Tesouro,3761,3570,112161
4799,Rancho Alegre,3760,3762,100519
4800,Guarará,3755,5006,46508
4801,Nova Santa Helena,3755,3112,146257
4802,Santana dos Montes,3753,5384,32715
4803,Itutinga,3749,4077,83598
4804,Mutunópolis,3749,4628,59757
4805,Caiçara do Rio do Vento,3745,5365,33445
4806,Capão do Cipó,3745,2239,241954
4807,Nova Roma do Sul,3743,2883,166545
4808,Elisiário,3742,4435,67898
4809,Heitoraí,3742,4839,51607
4810,Campanário,3739,5231,38748
4811,Água Santa,3738,2146,257307
4812,Jaboticaba,3738,4034,85925
4813,São José do Peixe,3737,5391,32441
4814,Lajedinho,3735,4601,60686
4815,Matutina,3733,4547,62992
4816,Paraú,3732,5175,40707
4817,Paim Filho,3731,3748,101438
4818,Lizarda,3727,5347,34084
4820,Malhada dos Bois,3715,4890,49664
4821,Cacimba de Areia,3708,5373,33111
4822,Piquerobi,3706,4766,54210
4823,Nova Alvorada,3698,2944,160516
4824,Campo Bonito,3694,3047,151405
4825,Macedônia,3686,4255,76026
4826,Córrego do Bom Jesus,3685,5371,33138
4827,Chiapetta,3684,2576,197362
4828,Ouro Verde de Goiás,3679,3859,95071
4829,Edealina,3678,2085,267641
4830,Tabuleiro,3669,4900,49411
4832,Catas Altas da Noruega,3665,5309,35734
4833,Lafaiete Coutinho,3663,5253,37891
4834,Pavussu,3662,5477,27811
4835,Campestre de Goiás,3662,4776,53836
4836,Pratinha,3658,3869,94327
4837,Nova Brasilândia,3656,4309,73308
4838,Cruzeiro da Fortaleza,3651,3895,92905
4839,Pedrinópolis,3651,3656,106912
4840,Rifaina,3651,3576,111766
4842,Riacho da Cruz,3648,5439,30480
4843,Estrela Velha,3646,3378,126032
4844,Piratuba,3637,1083,653189
4845,Dom Bosco,3635,4865,50496
4846,Pinheiro Preto,3635,2895,165766
4847,Bandeirantes do Tocantins,3631,4418,68399
4848,Sossêgo,3631,5424,31231
4849,Campinaçu,3628,4829,51912
4850,Muricilândia,3623,5105,42999
4851,Sarutaiá,3623,4503,64780
4852,São José do Bonfim,3619,5481,27325
4853,Catolândia,3619,4268,75541
4854,Álvares Florence,3616,3671,105911
4855,Carvalhópolis,3614,4857,50807
4856,Jaquirana,3611,4423,68295
4857,Itaúba,3609,2783,177003
4858,Belém do Piauí,3607,5493,26726
4859,São José dos Cordeiros,3607,5465,28622
4860,Severiano de Almeida,3607,3812,97652
4861,São Fernando,3606,4918,48859
4862,Platina,3606,3936,90806
4863,Alvorada de Minas,3605,5119,42534
4864,Quartel Geral,3603,4859,50626
4865,Santo Antônio do Aventureiro,3602,5062,44484
4866,Santa Rita do Trivelato,3602,1200,572574
4867,São José das Palmeiras,3601,4307,73392
4868,Sebastianópolis do Sul,3595,1872,311501
4870,Águas de São Pedro,3588,3389,125146
4871,Taquarussu,3588,3615,109308
4872,Cajazeiras do Piauí,3586,5512,25414
4874,Cachoeira da Prata,3580,5241,38436
4875,Palminópolis,3578,3175,141024
4877,Bernardino Batista,3571,5414,31614
4878,Vieiras,3570,5259,37688
4879,Duas Estradas,3569,5260,37669
4880,Vargeão,3569,3288,133061
4881,São José dos Ausentes,3559,4103,82199
4882,Emas,3556,5403,32011
4883,Novo Horizonte do Sul,3556,2685,185783
4884,Nova Módica,3548,5120,42531
4885,Arroio Trinta,3547,3914,92183
4886,Cordislândia,3546,4644,59147
4887,Adolfo,3545,3773,99735
4888,Arambaré,3544,3146,143179
4889,Teresina de Goiás,3538,5402,32064
4890,Santa Maria do Tocantins,3537,5203,39837
4891,São Sebastião do Umbuzeiro,3534,5428,31037
4893,Vale Verde,3531,4254,76100
4894,Barão de Antonina,3525,4173,79652
4895,Mombuca,3523,3896,92901
4896,Áurea,3517,3827,96975
4897,Senhora do Porto,3516,5267,37487
4898,Queiroz,3513,1649,368857
4899,Romaria,3507,3240,136783
4900,Taquaral de Goiás,3506,4592,61206
4901,Bocaina do Sul,3501,4425,68270
4902,Fernandes Tourinho,3500,5214,39127
4903,Ibitiúra de Minas,3497,4916,49056
4904,Trombas,3497,4804,53006
4905,Frei Lagonegro,3496,5361,33562
4906,Torixoréu,3487,4009,87273
4907,Estrela do Indaiá,3483,3849,95479
4908,Gurjão,3477,5438,30537
4909,Angico,3475,5317,35291
4910,Mar Vermelho,3474,5409,31857
4911,Bom Jesus do Sul,3472,4372,70449
4912,Jari,3472,2785,176716
4913,Maurilândia do Tocantins,3470,5374,33065
4914,Palestina de Goiás,3470,3922,91731
4915,Jumirim,3467,3698,103933
4916,Major Gercino,3465,5010,46437
4917,Caxambu do Sul,3462,3426,122732
4918,Cromínia,3458,4385,69456
4919,Itacurubi,3456,4001,87626
4920,União do Sul,3455,3178,140885
4921,Araçu,3450,4895,49546
4922,Hidrolina,3450,4652,58916
4923,Coronel Xavier Chaves,3448,4992,47191
4924,Sebastião Barros,3434,5325,35080
4925,Zortéa,3432,4397,69089
4926,Divinésia,3430,5064,44430
4927,Ponte Alta do Norte,3426,3600,110196
4928,Nova América da Colina,3424,4061,84452
4929,Ourizona,3423,3785,99127
4930,Belmiro Braga,3422,4947,48363
4931,General Maynard,3421,5426,31130
4932,Pajeú do Piauí,3416,5483,27307
4934,Dois Lajeados,3410,3898,92836
4935,Diamante do Sul,3409,4772,53943
4936,Turuçu,3408,3775,99674
4937,Vila Flores,3407,2988,156583
4938,Bela Vista da Caroba,3404,4476,66194
4939,Goiabeira,3402,5283,36709
4940,Campestre da Serra,3402,3106,146996
4941,Salgado Filho,3389,3784,99144
4942,Pongaí,3385,4251,76270
4943,Santa Rita de Ibitipoca,3380,4707,56794
4944,Castelândia,3380,3823,97099
4946,Sandolândia,3371,4399,69020
4947,Santa Rita do Novo Destino,3367,4184,78780
4948,Lamim,3366,5183,40225
4949,Santa Rosa da Serra,3364,4746,54784
4950,Barreiras do Piauí,3356,5521,24223
4951,São Félix de Minas,3354,5306,35929
4952,Nova Bréscia,3345,3780,99428
4953,Pequeri,3340,5109,42881
4954,Colinas do Sul,3339,5011,46433
4955,Itaoca,3332,5221,39033
4956,Nova Marilândia,3332,2929,161417
4957,Chapada da Natividade,3330,4487,65866
4958,Calmon,3325,4534,63556
4959,Ribeira,3320,4984,47304
4960,Pedra Mole,3309,5291,36483
4961,Natalândia,3306,5085,43845
4962,Damianópolis,3302,5408,31904
4963,Ivatuba,3299,3718,102588
4965,Água Nova,3293,5509,25489
4966,Esmeralda,3291,2768,178991
4967,Alegria,3287,3741,101635
4969,Bias Fortes,3282,5415,31588
4970,Paranapoema,3277,4482,65960
4971,Campos Borges,3272,4021,86438
4972,Buritinópolis,3272,4169,79720
4973,Telha,3271,5360,33586
4974,Braga,3271,4252,76153
4975,Barra do Guarita,3266,5139,42093
4976,Uruana de Minas,3256,4868,50450
4977,Santa Cecília do Pavão,3253,3697,103969
4978,Estrela do Norte,3253,4513,64470
4978,Estrela do Norte,3253,4904,49298
5176,Estrela do Norte,2774,4513,64470
5176,Estrela do Norte,2774,4904,49298
4979,Alvinlândia,3251,4531,63814
4980,Serra Alta,3249,4223,77381
4981,Jundiaí do Sul,3248,3946,90420
4982,Bom Sucesso do Sul,3244,2793,175832
4983,Bannach,3239,4245,76463
4984,Emilianópolis,3238,4599,60725
4985,Monte Alegre dos Campos,3237,4316,72833
4987,Caseiros,3228,3467,120028
4988,Charrua,3228,4364,70794
4989,São Martinho da Serra,3228,2867,167985
4990,Salto do Céu,3226,4704,56858
4991,Anitápolis,3223,4789,53450
4992,Leandro Ferreira,3222,5240,38520
4993,Nacip Raydan,3221,5489,27006
4994,São Valentim,3220,3999,87735
4995,Vila Flor,3217,5278,36888
4996,Cajazeirinhas,3217,5440,30468
4997,Francisco Macedo,3216,5529,23296
4998,Chácara,3216,5295,36400
4999,Nantes,3215,3064,150435
5000,Rafael Godeiro,3214,5459,28890
5001,Santa Bárbara do Monte Verde,3212,5232,38742
5002,Professor Jamil,3211,4648,59000
5003,Santa Amélia,3208,4206,77856
5004,Nova Roma,3208,5076,44127
5005,Santa Tereza de Goiás,3207,4557,62537
5006,Faria Lemos,3202,4787,53453
5007,Luzinópolis,3200,5355,33754
5008,Porto Alegre do Tocantins,3200,5462,28759
5010,Triunfo Potiguar,3195,5165,41114
5011,Rubiácea,3195,4569,62016
5013,Novo Machado,3191,3520,116080
5014,Muitos Capões,3184,1626,376581
5015,Atalanta,3179,3777,99533
5016,São Gonçalo do Rio Preto,3178,5392,32396
5017,Glaucilândia,3177,5484,27287
5018,Antônio Almeida,3175,4368,70612
5019,Ernestina,3171,3320,130766
5020,Córrego Danta,3168,3653,107185
5021,Santo Afonso,3164,4436,67840
5022,Pedra Grande,3163,2500,206876
5023,Rio Bom,3162,4405,68908
5025,Santo Expedito,3159,5249,38100
5026,Mathias Lobato,3157,5397,32181
5027,Perolândia,3156,1688,356927
5028,Onça de Pitangui,3155,4912,49111
5029,Lidianópolis,3155,4131,81428
5030,Ibicaré,3154,3825,97037
5031,Jaguaraçu,3151,4499,64937
5032,Caranaíba,3150,5420,31368
5033,Prata do Piauí,3149,5541,22044
5034,Jeriquara,3143,4078,83557
5035,Itatiba do Sul,3143,4508,64610
5036,Mato Rico,3142,4292,74191
5037,Fernando de Noronha,3140,3030,153512
5038,Mormaço,3139,3983,88566
5039,Porto Barreiro,3133,4010,87245
5040,Comendador Gomes,3128,3585,111341
5041,Morro do Pilar,3126,5388,32575
5042,Mira Estrela,3125,4470,66657
5043,Vale de São Domingos,3124,4919,48832
5046,Passagem,3114,5437,30554
5046,Passagem,3114,5519,24339
5302,Passagem,2453,5437,30554
5302,Passagem,2453,5519,24339
5047,Serra da Raiz,3114,5417,31487
5048,Pedrinhas Paulista,3109,3056,150809
5049,Cascalho Rico,3108,4962,47834
5050,São Salvador do Tocantins,3106,5357,33687
5052,Tenório,3103,5470,28110
5053,Imigrante,3103,2747,180911
5054,Marapoama,3097,2819,173054
5055,Coronel Pacheco,3095,5132,42215
5056,Taparuba,3093,5289,36581
5057,São Domingos do Sul,3091,4507,64716
5059,Magda,3086,3661,106567
5060,Vera Mendes,3082,5524,24082
5061,Fernando Pedroza,3081,5404,31962
5062,Taquaruçu do Sul,3081,3793,98779
5063,Tio Hugo,3078,3614,109328
5065,Pinto Bandeira,3068,4931,48581
5066,Nova Belém,3067,5262,37655
5067,Figueirão,3066,3833,96492
5068,Araguaiana,3064,4398,69023
5069,Urutaí,3056,4062,84343
5070,Ouro Velho,3052,5425,31211
5071,Vitória das Missões,3052,4098,82326
5072,Westfália,3046,3151,142459
5073,Santo Hipólito,3044,5358,33663
5074,Alto Feliz,3043,4069,84070
5075,Sítio d'Abadia,3040,5226,38926
5076,São Sebastião da Vargem Alegre,3039,5017,46143
5077,Piraquê,3038,5041,45381
5078,Corumbataí do Sul,3038,4457,67054
5079,São Miguel do Fidalgo,3037,5527,23516
5080,Bento de Abreu,3028,2851,169771
5081,Chapadão do Lageado,3025,4094,82487
5082,Herveiras,3019,4544,63053
5083,Albertina,3015,4053,84669
5084,Novo Santo Antônio,3014,5341,34560
5084,Novo Santo Antônio,3014,5540,22113
5182,Novo Santo Antônio,2769,5341,34560
5182,Novo Santo Antônio,2769,5540,22113
5085,Cerro Negro,3013,4328,72305
5086,Amorinópolis,3011,4660,58603
5087,João Costa,3003,5502,25952
5088,Ibituruna,3003,5292,36479
5089,Maripá de Minas,3000,4684,57640
5090,Presidente Kubitschek,3000,5479,27660
5091,Aurilândia,3000,4688,57505
5092,Farol,2995,3204,138860
5093,Dom Viçoso,2992,5442,30419
5094,Dilermando de Aguiar,2991,3649,107526
5096,Frei Martinho,2989,5495,26563
5097,Fortuna de Minas,2986,5296,36241
5098,Iomerê,2979,3361,127198
5099,Erebango,2978,3705,103244
5100,Cafeara,2973,4580,61643
5101,Presidente Lucena,2972,3687,104623
5102,Centenário,2966,4388,69414
5102,Centenário,2966,5385,32675
5140,Centenário,2865,4388,69414
5140,Centenário,2865,5385,32675
5103,Arroio do Padre,2966,4661,58530
5104,Mampituba,2965,4716,56508
5105,Cristianópolis,2962,4337,72088
5106,Pedra do Anta,2960,4925,48714
5107,Leoberto Leal,2960,3891,93070
5108,Dona Francisca,2958,4313,72882
5109,Arapuã,2951,3947,90389
5110,Princesa,2950,4460,66927
5111,São Pedro do Butiá,2950,3941,90610
5112,Santa Mercedes,2947,4229,77175
5113,Mato Grosso,2944,5508,25503
5114,Damolândia,2944,5216,39109
5115,Tamboril do Piauí,2939,5543,21916
5116,Lagoa Bonita do Sul,2939,4623,59984
5117,Nova Iguaçu de Goiás,2939,5212,39302
5118,Vila Nova do Piauí,2935,5461,28810
5119,Ângulo,2931,3782,99193
5120,Santa Tereza do Tocantins,2928,5410,31852
5121,Castanheiras,2923,3580,111483
5122,São Félix do Piauí,2923,5522,24217
5123,Serra Grande,2921,4948,48355
5124,Brejo Alegre,2911,2612,193425
5125,Planalto Alegre,2907,3980,88599
5126,Galinhos,2903,4420,68331
5127,Pindoba,2903,5387,32588
5128,Rancho Queimado,2897,3710,102966
5129,Cruzmaltina,2892,3742,101577
5130,Ipiranga de Goiás,2892,4874,50161
5131,Morrinhos do Sul,2891,4620,60072
5132,Floreal,2884,4633,59454
5133,Morro Grande,2884,3285,133331
5134,Sulina,2880,3872,94198
5135,Rio dos Bois,2879,5077,44048
5136,Sede Nova,2875,3996,87939
5137,Lagoinha do Piauí,2870,5550,20211
5139,Desterro do Melo,2867,5333,34825
5141,Vista Gaúcha,2858,4467,66678
5142,Garruchos,2851,3726,102349
5143,Godoy Moreira,2850,4852,51121
5144,Esperança do Sul,2846,4419,68346
5145,Jaupaci,2843,4896,49517
5146,Cristal do Sul,2840,4856,50840
5147,Victor Graeff,2840,3264,135289
5148,Camacho,2839,5178,40507
5149,Arapuá,2836,3537,115042
5150,Novo Itacolomi,2836,4450,67284
5151,Talismã,2831,4102,82211
5152,Três Ranchos,2830,4940,48498
5153,Olímpio Noronha,2829,5288,36587
5154,Uirapuru,2829,5069,44363
5155,São José do Mantimento,2821,5422,31309
5156,Cumari,2820,4624,59896
5157,Taquaral,2815,5251,38032
5158,Conceição das Pedras,2814,5271,37235
5160,São Jorge,2808,4128,81530
5161,Indiavaí,2806,4700,57074
5162,Cândido Rodrigues,2805,3531,115329
5163,Francisco Dantas,2801,5516,24793
5164,Porto Estrela,2794,4777,53822
5165,Quevedos,2793,3208,138697
5166,São Bonifácio,2791,4575,61801
5167,Tupiratins,2785,5466,28469
5168,Ingaí,2785,4659,58624
5169,Zacarias,2784,3879,93520
5170,Santa Cruz de Goiás,2782,3557,113065
5171,Tanque do Piauí,2781,5486,27097
5172,Barra do Jacaré,2781,4188,78694
5173,Arantina,2779,4972,47657
5174,Gabriel Monteiro,2776,4265,75607
5175,Novo Brasil,2775,4685,57615
5177,Anahy,2774,4293,74185
5178,Mateiros,2773,3377,126132
5179,Boa Vista do Sul,2773,4306,73419
5180,Israelândia,2772,4951,48280
5181,Capitão,2770,4440,67619
5183,Novo Jardim,2768,5460,28875
5184,Senador Salgado Filho,2761,4151,80721
5185,Reserva do Cabaçal,2754,5236,38631
5186,Toropi,2753,4519,64258
5187,Camargo,2750,2879,166717
5188,Fagundes Varela,2750,4190,78638
5189,Pugmil,2746,4938,48530
5190,São João da Mata,2743,5131,42254
5191,Pinhal de São Bento,2742,4880,49973
5192,Salvador das Missões,2734,3540,114762
5193,Peritiba,2733,4073,83677
5194,Lagoa de Velhos,2732,5427,31107
5195,São Valério do Sul,2732,4764,54232
5196,Coxilha,2731,2549,201007
5197,Porto Alegre do Piauí,2728,5532,22698
5198,Vista Alegre,2726,4300,73816
5199,Entre Rios do Sul,2724,2619,192832
5201,Piau,2719,5007,46506
5202,Derrubadas,2718,4242,76699
5203,Jacuizinho,2718,3791,98924
5204,Carrapateira,2714,5507,25579
5205,Borebi,2713,4560,62479
5206,Maratá,2713,3913,92295
5208,Galvão,2711,4469,66672
5209,Flórida,2709,4635,59422
5210,Celso Ramos,2709,4763,54235
5211,Marmelópolis,2701,5429,30952
5212,Itaúna do Sul,2700,4241,76711
5213,Santa Cruz do Xingu,2700,4081,83495
5214,Santana do Seridó,2699,5239,38553
5215,Lastro,2698,5498,26081
5216,Primavera de Rondônia,2697,4537,63356
5217,Córrego Novo,2688,5407,31907
5218,São Bento do Norte,2687,2582,196387
5219,Argirita,2681,5398,32167
5220,Nova Candelária,2677,3261,135458
5222,Carmésia,2660,5476,27821
5223,Alagoa,2657,5312,35473
5224,Chiador,2657,5448,29837
5225,João Dias,2653,5548,20934
5227,Timburi,2647,4968,47738
5228,São Domingos do Cariri,2645,5526,23775
5229,Três Forquilhas,2643,4835,51729
5230,Joca Claudino,2640,5494,26687
5231,Planalto da Serra,2637,4376,69893
5232,Florínea,2631,2301,231650
5233,Rio Doce,2630,5305,35979
5235,Boa Vista do Incra,2628,2986,156878
5236,Carmolândia,2627,5319,35273
5237,Lutécia,2623,3909,92409
5238,Uniflor,2623,4472,66511
5239,Simão Pereira,2621,4318,72822
5240,Três Arroios,2620,4290,74197
5241,Bandeirante,2618,4558,62526
5242,Fortaleza do Tabocão,2615,3238,136938
5243,Santo Antônio do Caiuá,2611,4815,52435
5244,Abreulândia,2609,4724,56177
5245,Taboleiro Grande,2606,5514,25076
5246,Oscar Bressane,2603,4072,83957
5248,Sagrada Família,2601,4814,52447
5249,Jardim de Angicos,2600,5510,25462
5250,Saldanha Marinho,2596,3214,138117
5251,Santa Margarida do Sul,2593,2937,161092
5252,Panamá,2590,4005,87509
5253,Algodão de Jandaíra,2588,5503,25920
5255,Umburatiba,2582,5434,30648
5256,Pinhal,2581,4303,73582
5257,Sem-Peixe,2579,5446,29918
5258,Pontes Gestal,2576,3038,152387
5259,Mimoso de Goiás,2575,4662,58515
5260,Rio dos Índios,2571,4180,78961
5261,Lajeado do Bugre,2569,5083,43932
5262,Barra Funda,2563,3550,113539
5263,Nova Pádua,2563,4468,66678
5264,Floresta do Piauí,2561,5552,20000
5265,Coronel Martins,2560,4936,48548
5266,Pedra Dourada,2559,5327,34960
5267,São João das Duas Pontes,2555,5142,42032
5268,Porto Rico,2554,4421,68303
5269,Aroeiras do Itaim,2551,5564,17961
5270,Pedro Laurentino,2551,5547,20999
5272,Mato Castelhano,2543,4116,81916
5273,São João do Polêsine,2535,4291,74193
5274,Abdon Batista,2534,4543,63056
5275,Santa Terezinha do Tocantins,2530,5436,30608
5276,Brasilândia do Sul,2521,2913,163462
5277,Coronel Barros,2521,3163,141681
5278,Dom Pedro de Alcântara,2520,4723,56179
5279,Adelândia,2515,5298,36212
5280,Monte Belo do Sul,2514,3301,131827
5281,Curral Velho,2508,5553,19978
5282,Jesúpolis,2497,5473,27901
5284,Santana do Garambéu,2494,5464,28654
5285,São José das Missões,2491,4832,51791
5286,Cássia dos Coqueiros,2488,3195,139851
5287,Rio Rufino,2484,4876,50134
5288,Biquinhas,2482,5191,40048
5289,Formosa do Sul,2481,4887,49714
5291,Diorama,2477,4877,50014
5292,Santa Rita d'Oeste,2476,4714,56605
5293,Aparecida do Rio Doce,2474,3995,88019
5294,Pedranópolis,2468,4527,63904
5295,Capão Alto,2467,3756,101039
5296,Boa Vista do Cadeado,2466,2412,217578
5298,São José do Sul,2464,4149,80787
5299,Buriti de Goiás,2464,5244,38361
5300,Arenópolis,2462,3385,125291
5301,São Miguel da Baixa Grande,2456,5549,20291
5303,Urupema,2453,4412,68708
5304,Arapeí,2452,5457,29090
5305,Óleo,2447,3990,88221
5306,Embaúba,2446,4760,54347
5307,Manfrinópolis,2442,4737,55250
5308,Matos Costa,2442,4943,48425
5309,Ribeirãozinho,2439,4302,73591
5310,Boa Esperança do Iguaçu,2437,4043,85560
5311,Torre de Pedra,2432,5475,27864
5312,Timbaúba dos Batistas,2427,5445,30007
5313,Sagres,2427,5097,43299
5315,Morro da Garça,2413,4986,47266
5316,Itaporã do Tocantins,2412,5111,42877
5317,Lucianópolis,2412,4922,48799
5318,Santa Rita do Tocantins,2407,4074,83663
5319,Avelinópolis,2401,4993,47148
5320,Forquetinha,2389,5174,40708
5323,Maetinga,2386,5070,44298
5324,Sul Brasil,2386,4844,51488
5325,Palmelo,2382,5338,34680
5326,Itati,2377,4614,60372
5327,Fama,2374,5170,40858
5329,Silveira Martins,2365,4929,48652
5330,União do Oeste,2364,4602,60672
5331,Nova América,2362,5250,38047
5332,Araçaí,2360,4674,58024
5333,Mairipotaba,2358,4971,47680
5334,Painel,2352,4686,57574
5335,Águas Frias,2341,3883,93259
5336,Rochedo de Minas,2335,5504,25830
5337,Nova Guataporanga,2333,5471,27941
5338,Novo Alegre,2332,5492,26726
5339,Porto Mauá,2332,4759,54358
5340,Dezesseis de Novembro,2331,5263,37652
5341,Travesseiro,2331,4581,61639
5342,Brunópolis,2318,4243,76656
5343,Santa Terezinha do Progresso,2317,4898,49459
5344,Monte Santo do Tocantins,2311,5293,36442
5345,Lourdes,2311,5228,38854
5346,Eugênio de Castro,2310,2812,174353
5347,Estrela Dalva,2308,5413,31686
5348,Unistalda,2306,4634,59453
5349,Paulo Bento,2303,3876,93958
5350,Ivolândia,2295,3809,97683
5352,São Vendelino,2288,4522,64028
5353,Santo Expedito do Sul,2287,4536,63430
5354,Cerro Grande,2281,5014,46270
5355,Presidente Nereu,2279,4743,55114
5356,Monções,2274,4304,73462
5357,Rolador,2270,4091,82796
5358,Zabelê,2269,5534,22411
5359,Silveirânia,2267,5488,27033
5360,Coqueiros do Sul,2267,3703,103675
5361,São Pedro do Paraná,2265,4485,65909
5362,Ipueira,2264,5501,25976
5364,Marzagão,2263,5091,43626
5365,São Sebastião do Rio Verde,2259,5485,27177
5366,Mirim Doce,2257,4740,55138
5367,Faxinalzinho,2256,4722,56252
5368,Córrego do Ouro,2254,5028,45850
5369,Casa Grande,2251,4609,60550
5371,Lacerdópolis,2248,3892,93043
5372,São Valentim do Sul,2248,4748,54724
5373,Guaporema,2239,4698,57117
5374,São Bernardino,2239,4678,57847
5376,Arvoredo,2228,4011,87142
5377,Ribeirão dos Índios,2222,5257,37723
5378,Brasilândia do Tocantins,2221,5273,37109
5379,Morro Agudo de Goiás,2217,5255,37825
5380,Iracema do Oeste,2216,4271,75403
5381,Rio da Conceição,2211,5559,18994
5382,Inhacorá,2207,4663,58514
5383,Pirapó,2205,4712,56662
5384,Santa Rosa de Goiás,2200,5087,43776
5386,Nova Ramada,2195,3589,111208
